transaction_id,customer_id,transaction_amount,payment_method,failure_type,customer_segment,previous_failures,customer_lifetime_value,days_since_last_purchase,retry_count,account_age_days,website_visits_last_30_days,cart_additions_last_30_days,recovery_probability,recovered,recovered_revenue,recovery_method,severity_score
TXN100513,CUST11506,478.37,upi,card_declined,premium,2,4170.65,237,0,374,3,4,0.645,0,0.0,customer_outreach,65
TXN100514,CUST19402,1422.47,net_banking,network_error,regular,1,9521.64,16,3,1429,4,0,0.605,1,1422.47,smart_retry,67
TXN100515,CUST16990,1667.82,debit_card,expired_card,regular,1,8023.01,96,2,603,4,1,0.52,1,1667.82,alternative_payment,63
TXN100516,CUST17307,718.59,debit_card,card_declined,regular,0,13204.32,316,1,1355,1,0,0.395,1,718.59,customer_outreach,54
TXN100517,CUST18173,1208.63,net_banking,authentication_failed,regular,2,8762.72,45,2,814,8,0,0.42,0,0.0,customer_outreach,68
TXN100518,CUST12248,755.09,net_banking,insufficient_funds,regular,0,12445.71,270,1,1321,3,4,0.505,1,755.09,payment_plan,54
TXN100519,CUST16266,1842.24,upi,gateway_error,regular,2,3161.06,249,2,1899,5,1,0.65,1,1842.24,smart_retry,68
TXN100520,CUST19267,312.61,wallet,expired_card,regular,2,4724.74,93,0,683,3,2,0.575,1,312.61,alternative_payment,60
TXN100521,CUST19783,1341.35,debit_card,card_declined,new,0,2925.24,144,0,1686,5,0,0.525,1,1341.35,customer_outreach,50
TXN100522,CUST18674,1478.87,upi,authentication_failed,at_risk,0,9712.84,82,0,537,5,1,0.4,0,0.0,customer_outreach,50
TXN100523,CUST13951,945.56,upi,authentication_failed,new,1,25618.27,29,1,1209,4,2,0.515,0,0.0,customer_outreach,59
TXN100524,CUST16363,2330.63,upi,insufficient_funds,regular,1,5405.8,304,2,1681,4,1,0.37,0,0.0,customer_outreach,63
TXN100525,CUST19692,1324.95,credit_card,network_error,new,0,5401.29,291,4,321,3,1,0.64,1,1324.95,smart_retry,66
TXN100526,CUST19225,829.85,debit_card,gateway_error,regular,3,11301.26,90,3,107,4,0,0.535,0,0.0,smart_retry,77
TXN100527,CUST11478,653.53,credit_card,insufficient_funds,regular,2,9267.33,11,4,1008,8,1,0.315,0,0.0,payment_plan,76
TXN100528,CUST15435,809.65,wallet,insufficient_funds,new,0,2474.05,175,1,1911,2,1,0.445,0,0.0,customer_outreach,54
TXN100529,CUST10975,1480.0,credit_card,insufficient_funds,regular,1,10209.68,73,0,1763,2,0,0.395,1,1480.0,customer_outreach,55
TXN100530,CUST11188,460.21,upi,network_error,at_risk,1,14462.43,203,4,236,5,1,0.455,0,0.0,smart_retry,71
TXN100531,CUST15514,1703.07,upi,expired_card,premium,3,3416.46,81,3,1651,5,0,0.55,1,1703.07,alternative_payment,82
TXN100532,CUST17982,4059.86,upi,insufficient_funds,new,1,12705.63,288,4,1641,5,1,0.335,0,0.0,customer_outreach,71
TXN100533,CUST13657,918.68,wallet,insufficient_funds,regular,1,21741.53,353,2,290,4,0,0.345,1,918.68,payment_plan,63
TXN100534,CUST10029,578.31,wallet,gateway_error,new,2,5647.59,291,0,402,3,2,0.755,0,0.0,smart_retry,60
TXN100535,CUST19869,783.25,upi,authentication_failed,regular,2,9645.45,290,0,1948,2,0,0.41,0,0.0,customer_outreach,60
TXN100536,CUST18129,1295.32,debit_card,expired_card,new,1,21049.85,122,2,684,2,0,0.495,1,1295.32,alternative_payment,63
TXN100537,CUST12750,1455.06,credit_card,network_error,regular,1,6346.28,172,3,53,4,1,0.63,0,0.0,smart_retry,67
TXN100538,CUST14345,989.23,debit_card,insufficient_funds,regular,1,5488.55,180,2,1641,8,1,0.43,0,0.0,payment_plan,63
TXN100539,CUST10020,728.86,credit_card,gateway_error,regular,1,6411.8,215,1,1841,2,1,0.68,0,0.0,smart_retry,59
TXN100540,CUST16783,331.89,net_banking,gateway_error,regular,1,4222.68,193,0,1727,1,2,0.73,1,331.89,smart_retry,55
TXN100541,CUST17855,990.22,wallet,network_error,new,3,35693.67,116,1,954,4,1,0.67,1,990.22,smart_retry,69
TXN100542,CUST11207,845.57,credit_card,expired_card,premium,1,3554.2,134,0,181,3,0,0.71,0,0.0,alternative_payment,60
TXN100543,CUST15600,870.59,debit_card,gateway_error,regular,1,2864.9,39,4,1958,1,3,0.595,1,870.59,smart_retry,71
TXN100544,CUST11525,438.26,upi,authentication_failed,at_risk,2,15406.18,248,0,913,4,1,0.315,0,0.0,customer_outreach,60
TXN100545,CUST12703,1099.47,wallet,gateway_error,regular,0,13016.62,52,2,450,4,0,0.68,0,0.0,smart_retry,58
TXN100546,CUST13112,1940.73,net_banking,network_error,regular,0,4375.34,277,2,1382,5,0,0.695,1,1940.73,smart_retry,58
TXN100547,CUST14612,2001.96,upi,insufficient_funds,premium,2,7533.68,202,4,1155,2,0,0.35,0,0.0,customer_outreach,81
TXN100548,CUST12516,702.09,credit_card,expired_card,premium,0,4945.48,45,2,1717,2,0,0.65,0,0.0,alternative_payment,63
TXN100549,CUST19833,1056.72,net_banking,insufficient_funds,premium,2,20893.43,106,1,1337,2,1,0.495,1,1056.72,customer_outreach,69
TXN100550,CUST11342,1706.58,net_banking,card_declined,regular,0,7256.63,204,3,1031,3,1,0.37,1,1706.58,alternative_payment,62
TXN100551,CUST14341,438.44,credit_card,network_error,regular,0,19315.38,95,2,1843,4,2,0.73,0,0.0,smart_retry,58
TXN100552,CUST16249,1412.44,upi,insufficient_funds,regular,0,15693.46,135,3,982,3,1,0.35,1,1412.44,customer_outreach,62
TXN100553,CUST13706,199.85,upi,authentication_failed,premium,0,2885.87,357,0,205,7,2,0.755,1,199.85,customer_outreach,55
TXN100554,CUST15632,839.52,wallet,gateway_error,at_risk,2,18348.41,302,1,1163,2,1,0.495,1,839.52,smart_retry,64
TXN100555,CUST10999,1529.44,net_banking,authentication_failed,regular,0,13292.84,275,3,1202,6,1,0.445,0,0.0,customer_outreach,62
TXN100556,CUST13860,946.13,net_banking,expired_card,premium,4,7234.34,18,4,1199,2,2,0.48,0,0.0,alternative_payment,91
TXN100557,CUST18467,675.29,wallet,network_error,at_risk,0,4773.17,76,0,1974,5,0,0.625,1,675.29,smart_retry,50
TXN100558,CUST17357,1360.07,debit_card,insufficient_funds,at_risk,4,29571.13,99,1,117,2,0,0.1,0,0.0,customer_outreach,74
TXN100559,CUST11283,1670.31,net_banking,insufficient_funds,at_risk,1,2203.26,322,1,1738,6,1,0.29,1,1670.31,customer_outreach,59
TXN100560,CUST15238,2816.68,credit_card,card_declined,regular,0,4484.89,204,4,697,6,0,0.35,1,2816.68,customer_outreach,66
TXN100561,CUST18514,1420.61,net_banking,card_declined,new,4,6622.82,320,4,1100,2,1,0.205,0,0.0,human_escalation,86
TXN100562,CUST16874,580.01,credit_card,gateway_error,premium,1,1692.78,291,4,1223,5,0,0.69,0,0.0,smart_retry,76
TXN100563,CUST11641,721.39,credit_card,authentication_failed,new,1,905.68,147,4,1832,3,0,0.29,1,721.39,customer_outreach,71
TXN100564,CUST15633,671.82,net_banking,expired_card,regular,1,11005.2,249,4,1277,2,1,0.41,0,0.0,alternative_payment,71
TXN100565,CUST17750,1180.52,credit_card,insufficient_funds,regular,0,11698.26,74,4,1276,1,0,0.255,1,1180.52,customer_outreach,66
TXN100566,CUST10635,3142.83,net_banking,expired_card,regular,2,4941.68,26,3,1915,4,2,0.47,1,3142.83,alternative_payment,72
TXN100567,CUST14400,944.34,upi,card_declined,regular,1,17607.51,156,2,604,4,1,0.39,0,0.0,customer_outreach,63
TXN100568,CUST11609,1632.64,debit_card,insufficient_funds,regular,2,11141.99,227,2,581,5,1,0.35,0,0.0,customer_outreach,68
TXN100569,CUST19911,2608.95,credit_card,insufficient_funds,regular,0,12906.67,209,3,1585,6,2,0.42,1,2608.95,customer_outreach,62
TXN100570,CUST10920,2201.57,wallet,insufficient_funds,premium,0,18210.97,364,4,856,4,1,0.475,1,2201.57,payment_plan,71
TXN100571,CUST18589,1058.27,wallet,card_declined,regular,2,3874.1,103,0,540,5,2,0.475,0,0.0,smart_retry,60
TXN100572,CUST17478,2361.24,credit_card,expired_card,new,1,42447.41,141,2,1716,3,3,0.585,1,2361.24,alternative_payment,63
TXN100573,CUST17605,569.92,wallet,gateway_error,regular,1,8419.12,64,0,525,4,0,0.725,1,569.92,smart_retry,55
TXN100574,CUST16102,508.86,net_banking,authentication_failed,regular,2,8303.47,243,4,1159,5,3,0.37,1,508.86,customer_outreach,76
TXN100575,CUST15730,986.85,upi,insufficient_funds,new,1,7940.43,133,0,613,6,2,0.535,1,986.85,payment_plan,55
TXN100576,CUST16333,1913.86,credit_card,insufficient_funds,new,0,11141.57,110,1,1355,7,0,0.495,1,1913.86,payment_plan,54
TXN100577,CUST13387,381.68,upi,network_error,regular,0,6027.4,11,0,1000,1,1,0.74,1,381.68,smart_retry,50
TXN100578,CUST12167,890.63,debit_card,authentication_failed,new,1,1183.16,115,2,1275,2,2,0.405,0,0.0,customer_outreach,63
TXN100579,CUST15004,1598.11,upi,gateway_error,new,1,25074.87,179,3,546,2,1,0.63,1,1598.11,smart_retry,67
TXN100580,CUST13575,854.47,net_banking,expired_card,regular,0,9526.42,320,3,1227,3,1,0.5,0,0.0,alternative_payment,62
TXN100581,CUST11676,965.59,credit_card,authentication_failed,at_risk,0,3519.88,192,4,1355,4,1,0.225,1,965.59,customer_outreach,66
TXN100582,CUST19728,317.92,wallet,expired_card,regular,1,9956.95,56,3,160,3,1,0.465,0,0.0,alternative_payment,67
TXN100583,CUST15509,3742.41,upi,network_error,regular,0,7105.37,142,2,1373,3,1,0.69,0,0.0,smart_retry,58
TXN100584,CUST14895,1117.64,debit_card,insufficient_funds,regular,1,14162.87,124,0,1679,1,1,0.405,1,1117.64,customer_outreach,55
TXN100585,CUST15236,3099.44,debit_card,network_error,premium,1,4088.1,255,2,561,5,0,0.81,1,3099.44,smart_retry,68
TXN100586,CUST16857,484.53,net_banking,gateway_error,new,3,9272.52,299,4,1701,7,1,0.595,0,0.0,smart_retry,81
TXN100587,CUST13111,2246.42,upi,network_error,new,0,25682.21,352,4,1337,2,1,0.625,1,2246.42,smart_retry,66
TXN100588,CUST17794,1000.19,upi,authentication_failed,regular,0,4128.53,88,4,400,4,1,0.375,0,0.0,customer_outreach,66
TXN100589,CUST14813,1021.61,credit_card,gateway_error,premium,2,8329.01,133,4,1592,1,2,0.685,1,1021.61,smart_retry,81
TXN100590,CUST12999,1698.0,upi,network_error,premium,1,33408.46,182,1,1554,4,1,0.86,1,1698.0,smart_retry,64
TXN100591,CUST15031,1055.12,net_banking,expired_card,regular,1,23093.57,300,2,979,1,1,0.475,1,1055.12,alternative_payment,63
TXN100592,CUST11929,446.73,net_banking,card_declined,new,1,1922.59,299,4,1963,3,0,0.26,0,0.0,human_escalation,71
TXN100593,CUST11166,758.73,net_banking,insufficient_funds,regular,0,5014.77,349,3,1115,3,0,0.325,0,0.0,customer_outreach,62
TXN100594,CUST16768,453.06,credit_card,insufficient_funds,premium,2,21638.73,103,2,868,3,0,0.445,1,453.06,customer_outreach,73
TXN100595,CUST12346,419.39,upi,network_error,regular,0,30878.42,42,3,711,4,1,0.665,0,0.0,smart_retry,62
TXN100596,CUST12897,2377.32,upi,network_error,premium,1,28501.85,232,2,458,2,1,0.79,1,2377.32,smart_retry,68
TXN100597,CUST12762,300.85,wallet,insufficient_funds,regular,0,4722.52,46,1,1288,6,1,0.475,0,0.0,customer_outreach,54
TXN100598,CUST17035,1841.99,net_banking,gateway_error,at_risk,1,1810.3,197,0,107,2,1,0.53,0,0.0,smart_retry,55
TXN100599,CUST18745,1666.83,debit_card,network_error,regular,1,8652.39,8,2,1580,4,0,0.645,1,1666.83,smart_retry,63
TXN100600,CUST18700,758.76,debit_card,card_declined,regular,0,15941.35,321,1,493,2,1,0.435,1,758.76,alternative_payment,54
TXN100601,CUST15641,2434.68,upi,insufficient_funds,premium,2,2288.19,258,4,656,2,0,0.35,0,0.0,payment_plan,81
TXN100602,CUST11069,1510.77,credit_card,expired_card,at_risk,1,15786.06,234,4,1251,3,2,0.3,0,0.0,alternative_payment,71
TXN100603,CUST18587,688.3,upi,gateway_error,new,3,15485.75,69,2,1876,4,1,0.63,0,0.0,smart_retry,73
TXN100604,CUST18031,1906.89,upi,insufficient_funds,regular,0,21570.56,207,0,497,4,1,0.485,0,0.0,payment_plan,50
TXN100605,CUST12149,514.34,debit_card,network_error,premium,1,9063.51,259,1,282,6,0,0.865,1,514.34,smart_retry,64
TXN100606,CUST16006,4001.36,credit_card,gateway_error,new,2,11095.9,131,4,1306,1,3,0.59,0,0.0,smart_retry,76
TXN100607,CUST10796,573.12,wallet,card_declined,regular,2,12271.5,335,0,128,4,0,0.41,0,0.0,alternative_payment,60
TXN100608,CUST11897,954.13,net_banking,gateway_error,regular,0,15830.97,281,2,1001,7,1,0.75,1,954.13,smart_retry,58
TXN100609,CUST12508,996.48,debit_card,network_error,regular,3,17520.74,5,2,891,3,0,0.56,0,0.0,smart_retry,73
TXN100610,CUST11654,305.63,wallet,expired_card,regular,1,5066.0,359,1,887,3,0,0.52,0,0.0,alternative_payment,59
TXN100611,CUST11718,1868.99,wallet,network_error,regular,2,15581.58,145,0,1637,2,2,0.71,1,1868.99,smart_retry,60
TXN100612,CUST11741,2684.28,net_banking,insufficient_funds,regular,1,18325.14,135,4,443,8,0,0.325,1,2684.28,customer_outreach,71
TXN100613,CUST16713,4957.48,upi,insufficient_funds,premium,1,13131.67,255,1,1439,5,1,0.575,0,0.0,customer_outreach,64
TXN100614,CUST15416,1236.74,debit_card,card_declined,premium,1,11640.03,46,0,1740,5,0,0.61,1,1236.74,customer_outreach,60
TXN100615,CUST19406,3000.74,net_banking,insufficient_funds,at_risk,2,10468.99,262,0,1511,3,1,0.25,1,3000.74,payment_plan,60
TXN100616,CUST14192,1302.14,debit_card,gateway_error,at_risk,2,7845.79,152,2,980,3,2,0.495,1,1302.14,smart_retry,68
TXN100617,CUST10820,1735.5,credit_card,insufficient_funds,new,0,9724.39,149,2,1671,3,1,0.42,0,0.0,customer_outreach,58
TXN100618,CUST16979,511.52,credit_card,card_declined,new,1,10763.32,24,0,1774,3,1,0.485,1,511.52,smart_retry,55
TXN100619,CUST12793,1569.92,upi,expired_card,new,1,6153.16,319,2,1829,3,2,0.56,1,1569.92,alternative_payment,63
TXN100620,CUST11522,1334.45,upi,expired_card,regular,2,5229.52,206,3,2000,2,0,0.39,1,1334.45,alternative_payment,72
TXN100621,CUST17479,1128.32,upi,gateway_error,regular,1,17407.25,245,3,1358,1,2,0.61,0,0.0,smart_retry,67
TXN100622,CUST12732,1142.95,credit_card,insufficient_funds,regular,1,6018.4,31,1,242,3,1,0.395,0,0.0,customer_outreach,59
TXN100623,CUST19678,687.94,net_banking,authentication_failed,regular,0,6150.76,93,4,807,3,0,0.335,0,0.0,customer_outreach,66
TXN100624,CUST15875,989.25,wallet,card_declined,new,0,3887.75,67,3,1914,6,1,0.445,0,0.0,customer_outreach,62
TXN100625,CUST11850,1741.1,net_banking,gateway_error,premium,0,1740.88,134,2,55,2,1,0.785,1,1741.1,smart_retry,63
TXN100626,CUST18598,3085.32,wallet,network_error,regular,2,16340.0,343,2,1093,2,3,0.655,1,3085.32,smart_retry,68
TXN100627,CUST18570,2075.38,wallet,card_declined,regular,0,13842.97,128,3,738,4,0,0.36,0,0.0,alternative_payment,62
TXN100628,CUST16305,420.31,debit_card,authentication_failed,new,1,18361.48,314,0,53,2,1,0.5,1,420.31,customer_outreach,55
TXN100629,CUST12571,1161.37,wallet,gateway_error,new,2,17661.18,85,0,1568,2,1,0.715,0,0.0,smart_retry,60
TXN100630,CUST18055,804.52,upi,insufficient_funds,regular,1,2853.58,143,0,1068,4,2,0.475,0,0.0,payment_plan,55
TXN100631,CUST19019,1243.21,net_banking,gateway_error,new,0,17530.22,41,3,939,2,1,0.665,0,0.0,smart_retry,62
TXN100632,CUST19388,972.99,net_banking,card_declined,new,2,1107.37,229,2,273,1,0,0.275,0,0.0,human_escalation,68
TXN100633,CUST18148,3458.42,credit_card,card_declined,regular,1,3458.55,19,4,1154,3,2,0.32,1,3458.42,smart_retry,71
TXN100634,CUST11489,1522.92,wallet,authentication_failed,regular,1,24961.66,261,4,453,3,1,0.325,0,0.0,customer_outreach,71
TXN100635,CUST17474,571.21,upi,expired_card,new,3,6216.23,115,3,709,3,2,0.45,1,571.21,alternative_payment,77
TXN100636,CUST19177,866.51,wallet,authentication_failed,regular,0,14668.5,337,2,1496,2,0,0.4,0,0.0,customer_outreach,58
TXN100637,CUST17414,1981.56,credit_card,card_declined,new,2,6996.59,114,0,729,7,0,0.485,1,1981.56,customer_outreach,60
TXN100638,CUST14783,891.49,wallet,authentication_failed,regular,2,2527.81,55,0,1866,5,0,0.455,0,0.0,customer_outreach,60
TXN100639,CUST12689,949.52,net_banking,insufficient_funds,new,1,2558.6,210,0,550,5,1,0.495,1,949.52,payment_plan,55
TXN100640,CUST13072,4221.54,credit_card,gateway_error,regular,0,4319.77,98,2,250,9,0,0.755,1,4221.54,smart_retry,58
TXN100641,CUST16790,783.72,credit_card,network_error,new,2,13296.1,302,0,1611,2,1,0.715,1,783.72,smart_retry,60
TXN100642,CUST17381,844.48,net_banking,network_error,regular,2,17048.07,259,1,1051,2,0,0.62,0,0.0,smart_retry,64
TXN100643,CUST10071,2064.59,wallet,network_error,premium,1,13347.93,222,4,1019,4,1,0.74,0,0.0,smart_retry,76
TXN100644,CUST18328,1087.17,debit_card,network_error,regular,1,6160.02,66,0,823,6,1,0.78,1,1087.17,smart_retry,55
TXN100645,CUST19839,302.92,wallet,expired_card,regular,0,7197.18,197,3,1277,2,3,0.535,0,0.0,alternative_payment,62
TXN100646,CUST14067,980.84,upi,gateway_error,at_risk,3,19512.06,151,3,1678,1,1,0.365,1,980.84,smart_retry,77
TXN100647,CUST12185,481.31,debit_card,gateway_error,regular,2,11509.57,263,2,1756,5,1,0.65,1,481.31,smart_retry,68
TXN100648,CUST18975,333.01,upi,network_error,new,1,9980.39,284,1,441,2,0,0.685,0,0.0,smart_retry,59
TXN100649,CUST13435,864.64,wallet,network_error,regular,3,12129.75,177,1,1484,2,2,0.635,1,864.64,smart_retry,69
TXN100650,CUST12913,2054.79,wallet,authentication_failed,regular,2,24001.21,166,0,1588,4,1,0.465,1,2054.79,customer_outreach,60
TXN100651,CUST15771,766.72,wallet,gateway_error,regular,1,12182.45,342,3,1410,4,1,0.63,1,766.72,smart_retry,67
TXN100652,CUST18747,1197.36,upi,gateway_error,new,1,6241.73,268,0,81,5,0,0.77,1,1197.36,smart_retry,55
TXN100653,CUST16240,666.52,debit_card,card_declined,regular,0,5602.6,103,2,1566,6,1,0.455,1,666.52,smart_retry,58
TXN100654,CUST14695,1637.77,upi,insufficient_funds,new,0,2110.11,354,2,447,4,0,0.41,0,0.0,payment_plan,58
TXN100655,CUST15876,993.14,net_banking,card_declined,regular,0,6143.9,346,4,1801,2,1,0.315,0,0.0,smart_retry,66
TXN100656,CUST19195,333.86,net_banking,insufficient_funds,regular,0,13263.53,357,2,1449,3,1,0.39,0,0.0,payment_plan,58
TXN100657,CUST16251,616.51,net_banking,gateway_error,at_risk,2,6210.13,351,2,1160,4,2,0.51,1,616.51,smart_retry,68
TXN100658,CUST10881,2096.92,credit_card,network_error,regular,0,20858.4,318,3,1729,4,4,0.74,1,2096.92,smart_retry,62
TXN100659,CUST13695,2191.84,upi,authentication_failed,regular,0,6591.68,309,1,1619,4,1,0.495,1,2191.84,customer_outreach,54
TXN100660,CUST13170,2561.92,upi,gateway_error,regular,1,2290.2,350,0,412,1,1,0.705,0,0.0,smart_retry,55
TXN100661,CUST12847,189.2,wallet,card_declined,regular,1,10630.52,220,2,1169,7,0,0.41,0,0.0,customer_outreach,63
TXN100662,CUST12131,1597.67,debit_card,authentication_failed,new,2,11708.07,3,2,985,5,0,0.405,0,0.0,customer_outreach,68
TXN100663,CUST12536,609.39,credit_card,insufficient_funds,at_risk,1,1922.28,306,0,1614,1,1,0.215,0,0.0,customer_outreach,55
TXN100664,CUST18037,1414.15,wallet,authentication_failed,regular,2,12905.71,363,2,1106,3,1,0.37,1,1414.15,customer_outreach,68
TXN100665,CUST13603,1022.2,debit_card,authentication_failed,premium,3,19725.76,259,1,881,8,2,0.625,0,0.0,customer_outreach,74
TXN100666,CUST18897,1071.87,wallet,gateway_error,premium,2,5384.83,114,1,1388,4,1,0.825,1,1071.87,smart_retry,69
TXN100667,CUST15437,909.47,upi,expired_card,regular,0,9857.92,317,4,1002,6,0,0.48,0,0.0,alternative_payment,66
TXN100668,CUST19196,2850.81,credit_card,card_declined,regular,1,4925.51,229,1,1882,3,1,0.415,1,2850.81,alternative_payment,59
TXN100669,CUST13994,819.8,credit_card,network_error,new,2,13650.17,196,0,820,3,4,0.805,1,819.8,smart_retry,60
TXN100670,CUST14203,1805.99,wallet,network_error,regular,2,8091.98,265,2,1083,1,0,0.565,1,1805.99,smart_retry,68
TXN100671,CUST18335,605.49,net_banking,gateway_error,premium,2,1475.18,334,1,686,1,2,0.765,1,605.49,smart_retry,69
TXN100672,CUST18419,395.72,credit_card,card_declined,regular,0,11681.6,276,4,45,0,0,0.26,0,0.0,human_escalation,66
TXN100673,CUST11072,668.99,debit_card,network_error,regular,0,5914.2,110,3,1741,4,1,0.665,1,668.99,smart_retry,62
TXN100674,CUST11702,392.78,debit_card,authentication_failed,new,0,5049.07,223,0,1559,5,0,0.555,0,0.0,customer_outreach,50
TXN100675,CUST12519,673.76,credit_card,gateway_error,new,2,10617.01,20,0,180,4,2,0.77,0,0.0,smart_retry,60
TXN100676,CUST10889,1923.23,debit_card,expired_card,regular,0,928.87,295,1,1895,0,0,0.47,0,0.0,alternative_payment,54
TXN100677,CUST14237,485.52,net_banking,gateway_error,regular,2,6822.87,208,3,677,3,0,0.555,0,0.0,smart_retry,72
TXN100678,CUST10276,1215.03,net_banking,network_error,premium,1,10375.53,4,4,159,3,0,0.7,1,1215.03,smart_retry,76
TXN100679,CUST19594,486.53,credit_card,network_error,new,1,9591.69,184,4,247,3,1,0.605,1,486.53,smart_retry,71
TXN100680,CUST14748,939.57,upi,authentication_failed,premium,0,11768.07,225,3,839,7,2,0.635,1,939.57,customer_outreach,67
TXN100681,CUST10504,2418.01,net_banking,insufficient_funds,regular,0,1195.01,70,3,1661,5,2,0.365,0,0.0,customer_outreach,62
TXN100682,CUST12360,2167.78,upi,network_error,new,3,7594.25,332,2,1990,5,1,0.645,0,0.0,smart_retry,73
TXN100683,CUST10182,359.18,wallet,authentication_failed,premium,1,2290.46,22,0,1202,7,3,0.745,1,359.18,customer_outreach,60
TXN100684,CUST19775,395.76,net_banking,authentication_failed,regular,0,2455.36,44,2,460,2,1,0.425,0,0.0,customer_outreach,58
TXN100685,CUST15633,1033.05,debit_card,gateway_error,at_risk,2,7043.56,263,1,359,7,1,0.57,0,0.0,smart_retry,64
TXN100686,CUST13014,3335.61,debit_card,authentication_failed,new,1,58607.2,100,0,401,5,1,0.545,1,3335.61,customer_outreach,55
TXN100687,CUST19294,1933.14,credit_card,authentication_failed,regular,3,10501.04,282,0,625,4,0,0.405,1,1933.14,customer_outreach,65
TXN100688,CUST11103,1104.24,upi,card_declined,regular,1,2782.76,298,3,1978,6,0,0.355,0,0.0,customer_outreach,67
TXN100689,CUST15851,1955.77,debit_card,network_error,regular,2,4985.01,52,2,1298,4,1,0.635,1,1955.77,smart_retry,68
TXN100690,CUST11143,1297.81,debit_card,expired_card,regular,0,5498.7,169,4,1380,3,1,0.46,0,0.0,alternative_payment,66
TXN100691,CUST15008,808.41,wallet,insufficient_funds,regular,2,5865.19,187,2,1993,1,1,0.29,0,0.0,customer_outreach,68
TXN100692,CUST12762,765.16,credit_card,expired_card,regular,2,4552.41,114,3,596,2,0,0.39,0,0.0,alternative_payment,72
TXN100693,CUST15889,1327.0,debit_card,network_error,new,0,34919.4,246,3,942,0,1,0.635,1,1327.0,smart_retry,62
TXN100694,CUST15877,2004.72,upi,gateway_error,regular,1,1965.72,90,4,197,2,1,0.52,1,2004.72,smart_retry,71
TXN100695,CUST14597,5360.4,debit_card,authentication_failed,regular,2,11495.39,321,0,1519,5,2,0.505,1,5360.4,customer_outreach,60
TXN100696,CUST11235,1905.73,credit_card,authentication_failed,regular,0,13319.76,298,4,859,8,1,0.435,0,0.0,customer_outreach,66
TXN100697,CUST19667,1430.66,debit_card,card_declined,regular,1,13812.13,279,4,996,2,1,0.28,0,0.0,human_escalation,71
TXN100698,CUST12435,1238.36,upi,gateway_error,regular,1,7821.11,302,2,304,3,1,0.655,1,1238.36,smart_retry,63
TXN100699,CUST17613,505.32,wallet,authentication_failed,premium,0,8208.26,187,4,51,1,1,0.48,0,0.0,customer_outreach,71
TXN100700,CUST13913,839.27,wallet,network_error,regular,1,12495.89,264,1,943,1,1,0.665,0,0.0,smart_retry,59
TXN100701,CUST12608,1443.15,debit_card,authentication_failed,at_risk,1,5580.59,338,1,1537,2,0,0.255,0,0.0,customer_outreach,59
TXN100702,CUST17921,1611.86,upi,card_declined,regular,0,7377.63,250,1,158,4,1,0.465,1,1611.86,customer_outreach,54
TXN100703,CUST16052,540.52,debit_card,card_declined,regular,2,62843.47,266,2,824,3,1,0.34,0,0.0,customer_outreach,68
TXN100704,CUST17448,1111.77,credit_card,card_declined,at_risk,0,3278.52,166,0,1471,7,1,0.4,0,0.0,alternative_payment,50
TXN100705,CUST14480,829.43,upi,authentication_failed,regular,1,2861.53,90,3,1368,6,1,0.41,0,0.0,customer_outreach,67
TXN100706,CUST16201,863.45,upi,authentication_failed,regular,1,14214.63,40,4,545,3,2,0.35,0,0.0,customer_outreach,71
TXN100707,CUST16165,6207.34,debit_card,authentication_failed,regular,1,8758.02,177,3,1653,4,3,0.43,0,0.0,customer_outreach,67
TXN100708,CUST17898,1055.76,wallet,card_declined,regular,0,15695.4,72,3,369,3,0,0.345,0,0.0,smart_retry,62
TXN100709,CUST11263,1179.14,wallet,network_error,regular,3,54029.36,77,1,352,6,1,0.67,0,0.0,smart_retry,69
TXN100710,CUST15934,527.44,wallet,network_error,new,0,2465.41,339,1,879,2,0,0.72,0,0.0,smart_retry,54
TXN100711,CUST15410,2261.15,credit_card,gateway_error,regular,1,17177.01,246,1,1239,4,0,0.685,1,2261.15,smart_retry,59
TXN100712,CUST12641,1826.89,net_banking,card_declined,regular,0,1954.43,66,4,1243,9,4,0.455,0,0.0,smart_retry,66
TXN100713,CUST12207,4715.21,wallet,card_declined,new,2,915.28,76,0,370,2,1,0.395,0,0.0,customer_outreach,60
TXN100714,CUST12949,516.97,wallet,gateway_error,regular,0,10488.18,289,0,1829,3,2,0.795,1,516.97,smart_retry,50
TXN100715,CUST14644,936.36,credit_card,insufficient_funds,regular,1,16172.98,242,3,379,7,1,0.375,1,936.36,payment_plan,67
TXN100716,CUST16730,1105.34,wallet,insufficient_funds,new,1,7522.85,94,4,1380,6,0,0.325,0,0.0,customer_outreach,71
TXN100717,CUST12747,2078.97,upi,gateway_error,regular,2,32319.68,36,1,804,3,1,0.66,1,2078.97,smart_retry,64
TXN100718,CUST16315,1937.08,debit_card,card_declined,premium,1,23709.19,268,4,1431,3,1,0.445,1,1937.08,customer_outreach,76
TXN100719,CUST16877,1370.46,debit_card,authentication_failed,premium,0,21911.68,244,4,1258,3,1,0.51,0,0.0,customer_outreach,71
TXN100720,CUST10639,1135.11,wallet,authentication_failed,new,2,16191.34,48,3,1380,4,0,0.35,0,0.0,customer_outreach,72
TXN100721,CUST12135,950.5,wallet,authentication_failed,new,0,7317.87,348,3,1099,3,2,0.455,0,0.0,customer_outreach,62
